,edge_type,pwi,segment 1 pwi,segment 2 pwi,segment 3 pwi,segment 4 pwi,segment 5 pwi,segment 6 pwi,segment 7 pwi,segment 8 pwi,segments,sink,sink_collection_date,sink_country,sink_host_species,sink_reassortant,sink_state,sink_subtype,source,source_collection_date,source_country,source_host_species,source_reassortant,source_state,source_subtype
3285,full_complement,7.784948,0.988158,0.960862,0.983728,0.955437,0.963928,0.978723,0.968432,0.98568,"{1: 0.98815799999999998, 2: 0.96086199999999999, 3: 0.98372800000000005, 4: 0.95543699999999998, 5: 0.96392800000000001, 6: 0.97872300000000001, 7: 0.96843199999999996, 8: 0.98568}",A/chicken/Fujian/C1239/2009,2009-03-25,China,Chicken/Avian,False,Fujian,H9N2,A/chicken/Fujian/01/2009,2009-01-01,China,Chicken/Avian,True,Fujian,H9N2
3286,reassortant,7.887658,0.991667,,0.980009,,,0.958156,,,"{1: 0.99166699999999997, 3: 0.98000900000000002, 6: 0.95815600000000001}",A/Duck/Fujian/1753/2009,2009-12-02,China,Duck/Avian,True,Fujian,H9N2,A/chicken/Fujian/01/2009,2009-01-01,China,Chicken/Avian,True,Fujian,H9N2
3287,full_complement,7.999547,1.0,1.0,0.999547,1.0,1.0,1.0,1.0,1.0,"{1: 1.0, 2: 1.0, 3: 0.99954699999999996, 4: 1.0, 5: 1.0, 6: 1.0, 7: 1.0, 8: 1.0}",A/mallard/Interior Alaska/10BM12311R0/2010,2010-08-14,USA,Mallard/Avian,False,Interior Alaska,H3N8,A/mallard/Interior Alaska/10BM12179R0/2010,2010-08-13,USA,Mallard/Avian,False,Interior Alaska,H3N8
3288,full_complement,7.623733,0.960555,0.964594,0.978112,0.966131,0.931373,0.897616,0.956566,0.968786,"{1: 0.96055500000000005, 2: 0.96459399999999995, 3: 0.97811199999999998, 4: 0.96613099999999996, 5: 0.93137300000000001, 6: 0.89761599999999997, 7: 0.95656600000000003, 8: 0.96878600000000004}",A/blue-winged teal/New Brunswick/00288/2010,2010-09-14,Canada,Blue-Winged Teal/Avian,False,New Brunswick,H5N2,A/mallard/California/8035/2008,2008-10-18,USA,Mallard/Avian,True,California,H5N2
3289,reassortant,7.805687000000001,,,0.959416,,,0.982468,0.968687,0.96763,"{8: 0.96762999999999999, 3: 0.95941600000000005, 6: 0.98246800000000001, 7: 0.96868699999999996}",A/American green-winged teal/Wisconsin/08OS2292/2008,2008-10-20,USA,Green-Winged Teal/Avian,True,Wisconsin,H3N2,A/mallard/California/8035/2008,2008-10-18,USA,Mallard/Avian,True,California,H5N2
3290,reassortant,7.813176,,,0.960328,,,0.982468,0.968687,0.96763,"{8: 0.96762999999999999, 3: 0.96032799999999996, 6: 0.98246800000000001, 7: 0.96868699999999996}",A/American green-winged teal/Wisconsin/08OS2291/2008,2008-10-20,USA,Green-Winged Teal/Avian,True,Wisconsin,H3N2,A/mallard/California/8035/2008,2008-10-18,USA,Mallard/Avian,True,California,H5N2
3291,full_complement,7.681463000000001,0.952504,0.967014,0.9544,0.988519,0.922876,0.971248,0.967677,0.957225,"{1: 0.95250400000000002, 2: 0.96701400000000004, 3: 0.95440000000000003, 4: 0.98851900000000004, 5: 0.92287600000000003, 6: 0.971248, 7: 0.96767700000000001, 8: 0.95722499999999999}",A/American green-winged teal/Wisconsin/10OS3127/2010,2010-10-20,USA,American Green-Winged Teal/Avian,False,Wisconsin,H5N2,A/mallard/California/8035/2008,2008-10-18,USA,Mallard/Avian,True,California,H5N2
3292,reassortant,7.812286,,,0.9598720000000001,,,0.982468,0.968687,0.96763,"{8: 0.96762999999999999, 3: 0.95987200000000006, 6: 0.98246800000000001, 7: 0.96868699999999996}",A/gadwall/Wisconsin/08OS2293/2008,2008-10-20,USA,Gadwall/Avian,True,Wisconsin,H3N2,A/mallard/California/8035/2008,2008-10-18,USA,Mallard/Avian,True,California,H5N2
3293,full_complement,7.9396640000000005,0.945312,1.0,1.0,0.998851,0.999351,0.999302,0.998004,0.998844,"{1: 0.94531200000000004, 2: 1.0, 3: 1.0, 4: 0.99885100000000004, 5: 0.99935099999999999, 6: 0.99930200000000002, 7: 0.998004, 8: 0.99884399999999995}",A/northern shoveler/Interior Alaska/7MP1765/2007,2007-09-04,USA,Northern Shoveler/Avian,False,Interior Alaska,H3N8,A/American widgeon/Interior Alaska/7MP1707/2007,2007-09-03,USA,American Wigeon/Avian,False,Interior Alaska,H3N8
3294,full_complement,7.98667,0.995669,0.997819,0.998188,0.997657,0.999351,1.0,0.997986,1.0,"{1: 0.99566900000000003, 2: 0.99781900000000001, 3: 0.99818799999999996, 4: 0.99765700000000002, 5: 0.99935099999999999, 6: 1.0, 7: 0.99798600000000004, 8: 1.0}",A/American black duck/Prince Edward Island/02700/2007,2007-08-22,Canada,American Black Duck/Avian,False,Prince Edward Island,H4N6,A/American black duck/Prince Edward Island/02697/2007,2007-08-21,Canada,American Black Duck/Avian,False,Prince Edward Island,H4N6
3295,full_complement,7.999547,1.0,1.0,0.999547,1.0,1.0,1.0,1.0,1.0,"{1: 1.0, 2: 1.0, 3: 0.99954699999999996, 4: 1.0, 5: 1.0, 6: 1.0, 7: 1.0, 8: 1.0}",A/northern pintail/Interior Alaska/9BM8273R0/2009,2009-08-09,USA,Northern Pintail/Avian,False,Interior Alaska,H10N4,A/northern pintail/Interior Alaska/9BM7694R0/2009,2009-08-08,USA,Northern Pintail/Avian,True,Interior Alaska,H10N4
3296,full_complement,7.994636,0.999568,0.999136,0.999545,0.999428,0.999351,0.998606,0.999002,1.0,"{1: 0.99956800000000001, 2: 0.99913600000000002, 3: 0.99954500000000002, 4: 0.99942799999999998, 5: 0.99935099999999999, 6: 0.99860599999999999, 7: 0.99900199999999995, 8: 1.0}",A/ruddy turnstone/New Jersey/AI09-1381/2009,2009-05-30,USA,Ruddy Turnstone/Avian,False,New Jersey,H1N9,A/ruddy turnstone/New Jersey/AI09-618/2009,2009-05-26,USA,Ruddy Turnstone/Avian,False,New Jersey,H1N9
3297,reassortant,7.766457,,,0.995471,0.961494,0.994795,,,0.974566,"{8: 0.97456600000000004, 3: 0.99547099999999999, 4: 0.96149399999999996, 5: 0.99479499999999998}",A/northern shoveler/California/HKWF1046C/2007,2007-12-02,USA,Northern Shoveler/Avian,True,California,H3N5,A/northern shoveler/California/HKWF569/2007,2007-11-10,USA,Northern Shoveler/Avian,False,California,H3N1
3298,reassortant,7.76727,,,0.99597,0.961473,0.994888,,,0.974157,"{8: 0.97415700000000005, 3: 0.99597000000000002, 4: 0.96147300000000002, 5: 0.99488799999999999}",A/northern shoveler/California/HKWF1131/2007,2007-12-02,USA,Northern Shoveler/Avian,True,California,H3N5,A/northern shoveler/California/HKWF569/2007,2007-11-10,USA,Northern Shoveler/Avian,False,California,H3N1
3299,reassortant,7.797259,0.913285,,0.995074,0.962606,0.994888,,0.987342,0.98764,"{1: 0.91328500000000001, 3: 0.99507400000000001, 4: 0.96260599999999996, 5: 0.99488799999999999, 7: 0.98734200000000005, 8: 0.98763999999999996}",A/northern shoveler/California/HKWF979/2007,2007-12-02,USA,Northern Shoveler/Avian,True,California,H3N3,A/northern shoveler/California/HKWF569/2007,2007-11-10,USA,Northern Shoveler/Avian,False,California,H3N1
3300,reassortant,7.938936999999999,,,0.992301,,,,0.992016,0.981132,"{8: 0.981132, 3: 0.99230099999999999, 7: 0.99201600000000001}",A/American green-winged teal/Interior Alaska/9BM12318R0/2009,2009-09-02,USA,American Green-Winged Teal/Avian,True,Interior Alaska,H3N8,A/northern shoveler/California/HKWF1372C/2007,2007-12-12,USA,Northern Shoveler/Avian,True,California,H7N3
3301,reassortant,7.820753,0.96848,,0.952446,,,0.983193,0.986028,,"{1: 0.96848000000000001, 3: 0.95244600000000001, 6: 0.98319299999999998, 7: 0.98602800000000002}",A/mallard/Alberta/319/2009,2009-08-22,Canada,Mallard/Avian,True,Alberta,H2N3,A/northern shoveler/California/HKWF1372C/2007,2007-12-12,USA,Northern Shoveler/Avian,True,California,H7N3
3302,full_complement,7.696892999999999,0.909758,0.968048,0.967391,0.979204,0.928198,0.986657,0.993014,0.964623,"{1: 0.90975799999999996, 2: 0.96804800000000002, 3: 0.967391, 4: 0.97920399999999996, 5: 0.92819799999999997, 6: 0.98665700000000001, 7: 0.99301399999999995, 8: 0.96462300000000001}",A/American green winged teal/Wyoming/A00230796/2008,2008-12-07,USA,Green-Winged Teal/Avian,False,Wyoming,H7N3,A/northern shoveler/California/HKWF1372C/2007,2007-12-12,USA,Northern Shoveler/Avian,True,California,H7N3
3303,full_complement,7.733331,0.955095,0.969237,0.969105,0.985346,0.92987,0.984551,0.979042,0.961085,"{1: 0.95509500000000003, 2: 0.96923700000000002, 3: 0.96910499999999999, 4: 0.98534600000000006, 5: 0.92986999999999997, 6: 0.98455099999999995, 7: 0.97904199999999997, 8: 0.96108499999999997}",A/mallard/Minnesota/AI08-5469/2008,2008-09-25,USA,Mallard/Avian,False,Minnesota,H7N3,A/northern shoveler/California/HKWF1372C/2007,2007-12-12,USA,Northern Shoveler/Avian,True,California,H7N3
3304,full_complement,7.705036999999999,0.927029,0.949307,0.956522,0.974839,0.964052,0.987456,0.977046,0.968786,"{1: 0.92702899999999999, 2: 0.94930700000000001, 3: 0.95652199999999998, 4: 0.97483900000000001, 5: 0.96405200000000002, 6: 0.987456, 7: 0.97704599999999997, 8: 0.96878600000000004}",A/mallard/Ohio/12OS4697/2012,2012-10-13,USA,Blue-Winged Teal/Avian,False,Ohio,H11N9,A/mallard/Minnesota/AI09-3302/2009,2009-09-09,USA,Mallard/Avian,False,Minnesota,H11N9
3305,full_complement,7.718918,0.951655,0.948007,0.947751,0.995904,0.929221,0.998601,0.972056,0.975723,"{1: 0.95165500000000003, 2: 0.94800700000000004, 3: 0.94775100000000001, 4: 0.99590400000000001, 5: 0.92922099999999996, 6: 0.99860099999999996, 7: 0.97205600000000003, 8: 0.97572300000000001}",A/mallard/Illinois/4179/2009,2009-11-30,USA,Mallard/Avian,False,Illinois,H11N9,A/mallard/Minnesota/AI09-3302/2009,2009-09-09,USA,Mallard/Avian,False,Minnesota,H11N9
3306,reassortant,7.780153,0.983962,0.986522,0.99633,,0.994771,,0.979818,,"{1: 0.983962, 2: 0.98652200000000001, 3: 0.99633000000000005, 5: 0.99477099999999996, 7: 0.97981799999999997}",A/green-winged teal/Minnesota/Sg-00180/2007,2007-09-14,USA,Green-Winged Teal/Avian,True,Minnesota,H6N2,A/mallard/Minnesota/Sg-00048/2007,2007-08-03,USA,Mallard/Avian,True,Minnesota,H3N8
3307,full_complement,7.988797000000001,0.998705,0.999564,0.99909,0.998845,0.998673,0.99927,0.997003,0.997647,"{1: 0.99870499999999995, 2: 0.99956400000000001, 3: 0.99909000000000003, 4: 0.99884499999999998, 5: 0.99867300000000003, 6: 0.99926999999999999, 7: 0.99700299999999997, 8: 0.99764699999999995}",A/chicken/Giza/CAI15/2008,2008-06-01,Egypt,Chicken/Avian,False,Giza,H5N1,A/chicken/Giza/CAI8/2008,2008-04-01,Egypt,Chicken/Avian,False,Giza,H5N1
3308,full_complement,7.993431999999999,1.0,1.0,0.99909,0.999423,1.0,0.99927,0.998002,0.997647,"{1: 1.0, 2: 1.0, 3: 0.99909000000000003, 4: 0.99942299999999995, 5: 1.0, 6: 0.99926999999999999, 7: 0.99800199999999994, 8: 0.99764699999999995}",A/chicken/Qalubia/CAI19/2008,2008-06-30,Egypt,Chicken/Avian,False,Qalubia,H5N1,A/chicken/Giza/CAI8/2008,2008-04-01,Egypt,Chicken/Avian,False,Giza,H5N1
3309,full_complement,7.709639,0.954152,0.955095,0.955163,0.949827,0.943026,0.98395,0.98004,0.988386,"{1: 0.954152, 2: 0.95509500000000003, 3: 0.95516299999999998, 4: 0.94982699999999998, 5: 0.94302600000000003, 6: 0.98394999999999999, 7: 0.98004000000000002, 8: 0.98838599999999999}",A/green-winged teal/Interior Alaska/8BM3706/2008,2008-09-26,USA,Green-Winged Teal/Avian,False,Interior Alaska,Mixed,A/blue-winged teal/North Dakota/Sg-00719/2008,2008-09-08,USA,Blue-Winged Teal/Avian,True,North Dakota,H3N8
3310,full_complement,8.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,"{1: 1.0, 2: 1.0, 3: 1.0, 4: 1.0, 5: 1.0, 6: 1.0, 7: 1.0, 8: 1.0}",A/mallard/Interior Alaska/9BM2057/2009,2009-07-08,USA,Mallard/Avian,False,Interior Alaska,H4N6,A/mallard/Interior Alaska/9BM1967/2009,2009-07-06,USA,Mallard/Avian,False,Interior Alaska,H4N6
3311,full_complement,7.643941999999999,0.910156,0.922712,0.959453,0.974795,0.975801,0.960084,0.968687,0.972254,"{1: 0.91015599999999997, 2: 0.92271199999999998, 3: 0.959453, 4: 0.97479499999999997, 5: 0.97580100000000003, 6: 0.96008400000000005, 7: 0.96868699999999996, 8: 0.97225399999999995}",A/northern pintail/Interior Alaska/8MP0262R2/2008,2008-08-08,USA,Northern Pintail/Avian,False,Interior Alaska,H7N3,A/northern shoveler/California/28327/2007,2007-01-27,USA,Northern Shoveler/Avian,True,California,H7N3
3312,reassortant,7.8044590000000005,,,,0.97245,,,0.991018,0.976879,"{8: 0.97687900000000005, 4: 0.97245000000000004, 7: 0.99101799999999995}",A/mallard/New Jersey/A00122457/2008,2008-11-22,USA,Mallard/Avian,True,New Jersey,H7N8,A/northern shoveler/California/28327/2007,2007-01-27,USA,Northern Shoveler/Avian,True,California,H7N3
3313,reassortant,7.850225,0.980138,0.972774,,,0.977124,,0.992901,0.975381,"{8: 0.97538100000000005, 1: 0.98013799999999995, 2: 0.97277400000000003, 5: 0.97712399999999999, 7: 0.99290100000000003}",A/green-winged teal/California/8326/2008,2008-10-19,USA,Green-Winged Teal/Avian,True,California,H1N2,A/western grebe/Washington/20569-004/2007,2007-11-26,USA,Grebe/Avian,True,Washington,H1N2
3314,reassortant,7.856998,,0.990069,,,0.994121,0.989576,0.972056,,"{2: 0.99006899999999998, 5: 0.99412100000000003, 6: 0.98957600000000001, 7: 0.97205600000000003}",A/gadwall/Illinois/10OS3384/2010,2010-10-30,USA,Gadwall/Avian,True,Illinois,H11N2,A/mallard/Missouri/129/2009,2009-12-07,USA,Mallard/Avian,False,Missouri,H6N2
3315,reassortant,7.848515000000001,,0.960708,0.978519,0.985457,,,,0.989595,"{8: 0.989595, 2: 0.96070800000000001, 3: 0.97851900000000003, 4: 0.98545700000000003}",A/mallard/North Dakota/Sg-00737/2008,2008-09-05,USA,Mallard/Avian,True,North Dakota,H6N8,A/mallard/Washington/44338-019/2007,2007-08-29,USA,Mallard/Avian,False,Washington,H6N1
3316,full_complement,7.646807000000001,0.926861,0.959413,0.951554,0.929825,0.969935,0.95813,0.973054,0.978035,"{1: 0.92686100000000005, 2: 0.95941299999999996, 3: 0.95155400000000001, 4: 0.92982500000000001, 5: 0.96993499999999999, 6: 0.95813000000000004, 7: 0.97305399999999997, 8: 0.97803499999999999}",A/blue-winged Teal/North Dakota/AI09-2912/2009,2009-09-02,USA,Blue-Winged Teal/Avian,False,North Dakota,H6N1,A/mallard/Washington/44338-019/2007,2007-08-29,USA,Mallard/Avian,False,Washington,H6N1
3317,full_complement,7.719072999999999,0.969961,0.965026,0.944241,0.975567,0.938562,0.953245,0.984032,0.988439,"{1: 0.96996099999999996, 2: 0.96502600000000005, 3: 0.944241, 4: 0.97556699999999996, 5: 0.93856200000000001, 6: 0.95324500000000001, 7: 0.98403200000000002, 8: 0.98843899999999996}",A/gadwall/Missouri/10MO095/2010,2010-11-16,USA,Gadwall/Avian,False,Missouri,H6N1,A/mallard/Washington/44338-019/2007,2007-08-29,USA,Mallard/Avian,False,Washington,H6N1
3318,reassortant,7.815428,0.972573,,,0.991274,0.980392,0.959525,0.974052,0.984971,"{1: 0.97257300000000002, 4: 0.99127399999999999, 5: 0.98039200000000004, 6: 0.95952499999999996, 7: 0.97405200000000003, 8: 0.98497100000000004}",A/American wigeon/California/HKWF041C/2007,2007-10-21,USA,American Wigeon/Avian,True,California,H6N1,A/mallard/Washington/44338-019/2007,2007-08-29,USA,Mallard/Avian,False,Washington,H6N1
3319,full_complement,7.93905,0.986615,0.99525,0.995018,0.99486,0.987021,0.989803,0.994012,0.996471,"{1: 0.98661500000000002, 2: 0.99524999999999997, 3: 0.99501799999999996, 4: 0.99485999999999997, 5: 0.98702100000000004, 6: 0.98980299999999999, 7: 0.99401200000000001, 8: 0.996471}",A/bean goose/Tyva/10/2009,2009-06-22,Russia,Goose/Avian,False,Tyva,H5N1,A/great crested-grebe/Qinghai/1/2009,2009-05-15,China,Grebe/Avian,False,Qinghai,H5N1
3320,full_complement,7.939662999999999,0.989206,0.993955,0.995018,0.993718,0.987021,0.99126,0.993014,0.996471,"{1: 0.98920600000000003, 2: 0.99395500000000003, 3: 0.99501799999999996, 4: 0.99371799999999999, 5: 0.98702100000000004, 6: 0.99126000000000003, 7: 0.99301399999999995, 8: 0.996471}",A/grebe/Tyva/3/2009,2009-06-22,Russia,Grebe/Avian,False,Tyva,H5N1,A/great crested-grebe/Qinghai/1/2009,2009-05-15,China,Grebe/Avian,False,Qinghai,H5N1
3321,full_complement,7.783424,0.980061,0.978733,0.953075,0.967232,0.962338,0.990155,0.974052,0.977778,"{1: 0.98006099999999996, 2: 0.97873299999999996, 3: 0.95307500000000001, 4: 0.96723199999999998, 5: 0.96233800000000003, 6: 0.99015500000000001, 7: 0.97405200000000003, 8: 0.97777800000000004}",A/mallard/Missouri/12OS5759/2012,2012-12-10,USA,Mallard/Avian,False,Missouri,H11N9,A/mallard/Missouri/350/2009,2009-12-06,USA,Mallard/Avian,False,Missouri,H11N9
3322,full_complement,7.812144,0.980494,0.956597,0.984098,0.97718,0.975228,0.982419,0.98503,0.971098,"{1: 0.98049399999999998, 2: 0.95659700000000003, 3: 0.98409800000000003, 4: 0.97718000000000005, 5: 0.97522799999999998, 6: 0.98241900000000004, 7: 0.98502999999999996, 8: 0.97109800000000002}",A/cinnamon teal/California/225/2011,2011-01-16,USA,Cinnamon Teal/Avian,False,California,H11N9,A/mallard/Missouri/350/2009,2009-12-06,USA,Mallard/Avian,False,Missouri,H11N9
3323,reassortant,7.856998,0.985262,,0.967288,0.972499,,,,0.986127,"{8: 0.98612699999999998, 1: 0.98526199999999997, 3: 0.96728800000000004, 4: 0.972499}",A/gadwall/Illinois/10OS3384/2010,2010-10-30,USA,Gadwall/Avian,True,Illinois,H11N2,A/mallard/Missouri/350/2009,2009-12-06,USA,Mallard/Avian,False,Missouri,H11N9
3324,full_complement,7.999115,0.999568,1.0,0.999547,1.0,1.0,1.0,1.0,1.0,"{1: 0.99956800000000001, 2: 1.0, 3: 0.99954699999999996, 4: 1.0, 5: 1.0, 6: 1.0, 7: 1.0, 8: 1.0}",A/mallard/Interior Alaska/9BM11542R0/2009,2009-08-19,USA,Mallard/Avian,False,Interior Alaska,H3N8,A/mallard/Interior Alaska/9BM10051R0/2009,2009-08-15,USA,Mallard/Avian,False,Interior Alaska,H3N8
3325,full_complement,7.667867,0.946053,0.957106,0.965132,0.922222,0.967953,0.969423,0.964539,0.975439,"{1: 0.94605300000000003, 2: 0.95710600000000001, 3: 0.96513199999999999, 4: 0.92222199999999999, 5: 0.96795299999999995, 6: 0.96942300000000003, 7: 0.96453900000000004, 8: 0.97543899999999994}",A/mallard/Republic of Georgia/13/2011,2011-11-26,Georgia,Mallard/Avian,False,Republic of Georgia,H6N2,A/common coot/Republic of Georgia/1/2010,2010-01-21,Georgia,Common Coot/Avian,True,Republic of Georgia,H6N2
3326,full_complement,7.776164,0.954053,0.928292,0.997736,0.998856,0.93807,0.999303,0.998004,0.96185,"{1: 0.95405300000000004, 2: 0.92829200000000001, 3: 0.99773599999999996, 4: 0.99885599999999997, 5: 0.93806999999999996, 6: 0.99930300000000005, 7: 0.998004, 8: 0.96184999999999998}",A/ruddy turnstone/New Jersey/AI09-1082/2009,2009-05-30,USA,Ruddy Turnstone/Avian,False,New Jersey,H1N9,A/ruddy turnstone/New Jersey/AI09-727/2009,2009-05-26,USA,Ruddy Turnstone/Avian,True,New Jersey,H1N9
3327,full_complement,7.670071,0.929161,0.950348,0.959184,0.972074,0.923377,0.992275,0.97371,0.969942,"{1: 0.92916100000000001, 2: 0.95034799999999997, 3: 0.95918400000000004, 4: 0.97207399999999999, 5: 0.923377, 6: 0.99227500000000002, 7: 0.97370999999999996, 8: 0.96994199999999997}",A/American green winged teal/Colorado/A00660616/2008,2008-11-09,USA,Green-Winged Teal/Avian,False,Colorado,H7N3,A/domestic duck/West Virginia/A00140913/2008,2008-07-09,USA,Duck/Avian,False,West Virginia,H7N3
3328,full_complement,7.900403000000001,0.91244,0.998264,0.99683,0.998825,0.998052,0.999302,0.999002,0.997688,"{1: 0.91244000000000003, 2: 0.99826400000000004, 3: 0.99682999999999999, 4: 0.99882499999999996, 5: 0.99805200000000005, 6: 0.99930200000000002, 7: 0.99900199999999995, 8: 0.99768800000000002}",A/American green-winged teal/Mississippi/12OS405/2012,2012-01-18,USA,Green-Winged Teal/Avian,False,Mississippi,H10N7,A/mallard/Arkansas/12OS184/2012,2012-01-15,USA,Mallard/Avian,False,Arkansas,H10N7
3329,full_complement,7.990237,0.998705,0.998705,0.999546,0.997131,0.998693,0.998613,1.0,0.998844,"{1: 0.99870499999999995, 2: 0.99870499999999995, 3: 0.99954600000000005, 4: 0.99713099999999999, 5: 0.99869300000000005, 6: 0.99861299999999997, 7: 1.0, 8: 0.99884399999999995}",A/mallard/Ohio/11OS2006/2011,2011-08-15,USA,Mallard/Avian,False,Ohio,H5N2,A/mallard/Ohio/11OS1961/2011,2011-07-28,USA,Mallard/Avian,True,Ohio,H5N2
3330,reassortant,7.93129,0.999136,,,,,1.0,1.0,1.0,"{8: 1.0, 1: 0.99913600000000002, 6: 1.0, 7: 1.0}",A/mallard/Ohio/11OS2141/2011,2011-08-15,USA,Mallard/Avian,True,Ohio,H3N2,A/mallard/Ohio/11OS1961/2011,2011-07-28,USA,Mallard/Avian,True,Ohio,H5N2
3331,full_complement,7.882207,0.997841,0.990933,0.973194,0.996558,0.924837,1.0,1.0,0.998844,"{1: 0.99784099999999998, 2: 0.99093299999999995, 3: 0.973194, 4: 0.99655800000000005, 5: 0.92483700000000002, 6: 1.0, 7: 1.0, 8: 0.99884399999999995}",A/American green-winged teal/Wisconsin/11OS3432/2011,2011-10-16,USA,Green-Winged Teal/Avian,False,Wisconsin,H5N2,A/mallard/Ohio/11OS1961/2011,2011-07-28,USA,Mallard/Avian,True,Ohio,H5N2
3332,full_complement,7.993824999999999,0.998705,0.999136,0.999546,0.997131,1.0,0.999307,1.0,1.0,"{1: 0.99870499999999995, 2: 0.99913600000000002, 3: 0.99954600000000005, 4: 0.99713099999999999, 5: 1.0, 6: 0.99930699999999995, 7: 1.0, 8: 1.0}",A/mallard/Ohio/11OS2119/2011,2011-08-13,USA,Mallard/Avian,False,Ohio,H5N2,A/mallard/Ohio/11OS1961/2011,2011-07-28,USA,Mallard/Avian,True,Ohio,H5N2
3333,full_complement,8.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,"{1: 1.0, 2: 1.0, 3: 1.0, 4: 1.0, 5: 1.0, 6: 1.0, 7: 1.0, 8: 1.0}",A/mallard/Sweden/80148/2008,2008-11-19,,Mallard/Avian,False,Sweden,H4N6,A/mallard/Sweden/79412/2008,2008-11-15,,Mallard/Avian,False,Sweden,H4N6
3334,full_complement,7.997101,0.999567,0.999131,0.999547,0.998856,1.0,1.0,1.0,1.0,"{1: 0.99956699999999998, 2: 0.99913099999999999, 3: 0.99954699999999996, 4: 0.99885599999999997, 5: 1.0, 6: 1.0, 7: 1.0, 8: 1.0}",A/ruddy turnstone/New Jersey/AI09-525/2009,2009-05-26,USA,Ruddy Turnstone/Avian,False,New Jersey,H1N7,A/shorebird/Delaware Bay/226/2009,2009-05-20,USA,Shorebird/Avian,True,Delaware Bay,H1N7
3335,full_complement,7.957546000000001,0.999567,0.999565,0.999547,0.997713,1.0,0.999304,1.0,0.96185,"{1: 0.99956699999999998, 2: 0.99956500000000004, 3: 0.99954699999999996, 4: 0.99771299999999996, 5: 1.0, 6: 0.99930399999999997, 7: 1.0, 8: 0.96184999999999998}",A/ruddy turnstone/New Jersey/AI09-1233/2009,2009-06-03,USA,Ruddy Turnstone/Avian,False,New Jersey,H1N7,A/shorebird/Delaware Bay/226/2009,2009-05-20,USA,Shorebird/Avian,True,Delaware Bay,H1N7
3336,full_complement,7.82009,0.996966,0.931334,0.996377,0.998285,0.933766,0.998608,0.967066,0.997688,"{1: 0.99696600000000002, 2: 0.931334, 3: 0.99637699999999996, 4: 0.99828499999999998, 5: 0.93376599999999998, 6: 0.99860800000000005, 7: 0.96706599999999998, 8: 0.99768800000000002}",A/ruddy turnstone/Delaware/AI09-960/2009,2009-05-28,USA,Ruddy Turnstone/Avian,False,Delaware,H1N7,A/shorebird/Delaware Bay/226/2009,2009-05-20,USA,Shorebird/Avian,True,Delaware Bay,H1N7
3337,full_complement,7.994191,0.999133,0.998696,0.999547,0.998856,0.999351,0.998608,1.0,1.0,"{1: 0.99913300000000005, 2: 0.99869600000000003, 3: 0.99954699999999996, 4: 0.99885599999999997, 5: 0.99935099999999999, 6: 0.99860800000000005, 7: 1.0, 8: 1.0}",A/ruddy turnstone/Delaware/AI09-769/2009,2009-05-28,USA,Ruddy Turnstone/Avian,False,Delaware,H1N7,A/shorebird/Delaware Bay/226/2009,2009-05-20,USA,Shorebird/Avian,True,Delaware Bay,H1N7
3338,reassortant,7.849716000000001,0.954053,0.998696,0.997283,0.998285,,,0.997006,,"{1: 0.95405300000000004, 2: 0.99869600000000003, 3: 0.99728300000000003, 4: 0.99828499999999998, 7: 0.99700599999999995}",A/ruddy turnstone/New Jersey/AI09-727/2009,2009-05-26,USA,Ruddy Turnstone/Avian,True,New Jersey,H1N9,A/shorebird/Delaware Bay/226/2009,2009-05-20,USA,Shorebird/Avian,True,Delaware Bay,H1N7
3339,full_complement,7.997655999999999,0.999568,1.0,0.999094,1.0,1.0,1.0,0.998994,1.0,"{1: 0.99956800000000001, 2: 1.0, 3: 0.99909400000000004, 4: 1.0, 5: 1.0, 6: 1.0, 7: 0.99899400000000005, 8: 1.0}",A/northern pintail/Interior Alaska/9BM7252R0/2009,2009-08-06,USA,Northern Pintail/Avian,False,Interior Alaska,H3N8,A/northern pintail/Interior Alaska/9BM6145R0/2009,2009-08-02,USA,Northern Pintail/Avian,False,Interior Alaska,H3N8
3340,full_complement,7.998087999999999,1.0,1.0,0.999094,1.0,1.0,1.0,0.998994,1.0,"{1: 1.0, 2: 1.0, 3: 0.99909400000000004, 4: 1.0, 5: 1.0, 6: 1.0, 7: 0.99899400000000005, 8: 1.0}",A/northern pintail/Interior Alaska/9BM7254R0/2009,2009-08-06,USA,Northern Pintail/Avian,False,Interior Alaska,H3N8,A/northern pintail/Interior Alaska/9BM6145R0/2009,2009-08-02,USA,Northern Pintail/Avian,False,Interior Alaska,H3N8
3341,full_complement,7.9567689999999995,0.979085,0.997399,0.997728,0.991192,0.994156,0.997209,1.0,1.0,"{1: 0.97908499999999998, 2: 0.99739900000000004, 3: 0.99772799999999995, 4: 0.99119199999999996, 5: 0.99415600000000004, 6: 0.99720900000000001, 7: 1.0, 8: 1.0}",A/green-winged teal/California/10197/2008,2008-12-14,USA,Green-Winged Teal/Avian,False,California,H10N7,A/northern shoveler/California/9710/2008,2008-12-07,USA,Northern Shoveler/Avian,False,California,H10N7
